user_id	opinion	time
222.0	1.0	0.0
27.0	0.0	4.184737031515939e-06
75.0	0.0	1.3619416884171206e-05
75.0	0.0	1.5086792206935076e-05
104.0	3.0	0.0002698340176773
110.0	1.0	0.0003242682074267
17.0	1.0	0.0003500179269787
80.0	0.0	0.0004612884542279
217.0	3.0	0.0005738741845442
34.0	1.0	0.0005852653648271
75.0	3.0	0.0009251638368026
85.0	1.0	0.0009963913219119
85.0	1.0	0.0010973684830084
85.0	3.0	0.0011103139941888
121.0	1.0	0.0014212019125618
145.0	3.0	0.0014270388055121
264.0	3.0	0.0014991575852619
61.0	3.0	0.0015871674962844
61.0	2.0	0.0016417321193957
8.0	3.0	0.0016513950576321
85.0	2.0	0.002260779724986
41.0	0.0	0.0024391256086537
5.0	3.0	0.0027370462769524
101.0	1.0	0.0028731100124322
1.0	1.0	0.0033172790878952
56.0	3.0	0.0033687676575523
127.0	3.0	0.003468147009964
70.0	0.0	0.0035933086902683
268.0	3.0	0.0039017618525502
27.0	3.0	0.0041229550956412
240.0	0.0	0.0042280191687477
30.0	1.0	0.0043603872923036
70.0	0.0	0.0046126019366615
30.0	0.0	0.0051915956306649
7.0	3.0	0.0052100845597311
61.0	0.0	0.0054174192581076
104.0	0.0	0.0059392722700998
26.0	0.0	0.006027369136697
33.0	0.0	0.006162889399835
217.0	0.0	0.0062725621183996
60.0	2.0	0.0062774098916879
64.0	2.0	0.0064776251023874
96.0	0.0	0.0065525808077612
5.0	0.0	0.0070534449179151
52.0	1.0	0.0075603307016156
203.0	1.0	0.0078280560466069
8.0	0.0	0.008655666598066
277.0	2.0	0.0087963933262379
22.0	0.0	0.009063542590547
8.0	1.0	0.0091839217142439
165.0	2.0	0.0093422134685011
85.0	1.0	0.0096208952159021
85.0	1.0	0.0096258190753183
85.0	2.0	0.0096364711332165
85.0	1.0	0.0099270223165612
80.0	1.0	0.0100764772105417
4.0	2.0	0.0102019323659105
70.0	1.0	0.0109093268353751
96.0	1.0	0.011730687454904
209.0	1.0	0.0118263059787109
22.0	1.0	0.0121324765571574
80.0	1.0	0.0123706696150983
134.0	1.0	0.0124705272231709
30.0	1.0	0.0125533741469468
57.0	2.0	0.0126177647499969
52.0	3.0	0.0128295885299162
48.0	0.0	0.0131369656169614
8.0	3.0	0.0134360493160715
57.0	1.0	0.0135816672953192
215.0	3.0	0.0142102582752305
82.0	2.0	0.0142396492594722
27.0	1.0	0.0149879128490361
58.0	1.0	0.0151232483315779
81.0	0.0	0.0157296873788396
17.0	0.0	0.0158692402067534
158.0	2.0	0.0159409459475234
244.0	1.0	0.0164063213137613
244.0	1.0	0.0164662989213965
85.0	2.0	0.0166686771520162
85.0	3.0	0.0166850682778432
16.0	2.0	0.0167455784883734
4.0	1.0	0.0168140668728804
119.0	1.0	0.0168839248076885
40.0	2.0	0.0172048343560432
145.0	1.0	0.0173717238427468
198.0	1.0	0.0174002996184758
7.0	1.0	0.0181816389347586
18.0	1.0	0.0182527794642932
263.0	2.0	0.018276366163925
34.0	1.0	0.0184712227373349
257.0	1.0	0.0185263525716818
129.0	1.0	0.0186374383183348
16.0	2.0	0.0191671390709418
70.0	2.0	0.019347561018955
58.0	1.0	0.0193495066499384
263.0	1.0	0.019443831709572
81.0	2.0	0.0214141037290006
102.0	1.0	0.0216833616659958
205.0	0.0	0.0218156754423175
50.0	1.0	0.0219201308264012
297.0	1.0	0.0228396425508496
211.0	1.0	0.0229427066457385
22.0	1.0	0.0234654183440306
113.0	1.0	0.0243762019026706
1.0	2.0	0.0247368718875475
273.0	1.0	0.0247946973447093
70.0	3.0	0.0248733051842196
264.0	3.0	0.024952630407221
253.0	0.0	0.0249580433917448
170.0	0.0	0.0249927277965951
24.0	1.0	0.0250053907021577
186.0	0.0	0.0250080102388449
60.0	0.0	0.0250291947907262
226.0	2.0	0.0250526945347834
167.0	1.0	0.0250911288987918
226.0	2.0	0.0250940636494371
41.0	1.0	0.0251371501366909
81.0	0.0	0.0251755845006992
285.0	0.0	0.0252153666761151
60.0	1.0	0.0253139090811207
186.0	1.0	0.0253208437882013
18.0	3.0	0.0255842213544587
63.0	1.0	0.0257170242558879
245.0	1.0	0.0257313393173696
166.0	2.0	0.025782349631366
119.0	2.0	0.0258058711143167
258.0	2.0	0.0259600433482236
81.0	0.0	0.0259853474204553
113.0	0.0	0.0262178883660419
113.0	1.0	0.0263379631452274
60.0	0.0	0.026761610705066
60.0	1.0	0.026764110677838
81.0	1.0	0.0269658258722008
81.0	0.0	0.0269658584805413
81.0	1.0	0.0269660215222438
100.0	2.0	0.0271606715761639
154.0	0.0	0.0272061928195086
1.0	2.0	0.027411951448094
45.0	0.0	0.0274886571344081
159.0	2.0	0.0275816343826342
30.0	1.0	0.0275981342029296
51.0	0.0	0.0276212317774538
8.0	0.0	0.0277706758019874
81.0	0.0	0.0278309686235808
81.0	1.0	0.0278344251076743
72.0	1.0	0.0278754464000294
17.0	0.0	0.0281746605325015
58.0	2.0	0.0283884082045106
225.0	1.0	0.0284366142012235
225.0	0.0	0.0285701453555907
177.0	0.0	0.0286753942092935
72.0	2.0	0.0287285566737631
7.0	3.0	0.0292748985494744
203.0	2.0	0.0295242436598679
137.0	2.0	0.029544982564429
285.0	0.0	0.0295813299946451
132.0	1.0	0.0296103840260348
221.0	0.0	0.0297258175514218
70.0	2.0	0.0298596965280878
220.0	3.0	0.0299050112519427
70.0	0.0	0.0299800973906784
253.0	0.0	0.0300164122125539
115.0	3.0	0.0302209317242001
162.0	3.0	0.0303327239848974
71.0	3.0	0.0304033319115372
158.0	1.0	0.030456418289879
264.0	2.0	0.0304874505605927
113.0	2.0	0.030488222291318
26.0	3.0	0.0305158524251725
123.0	1.0	0.0305659062278473
146.0	0.0	0.0305690801063231
146.0	2.0	0.0305731452794394
146.0	2.0	0.0305789386946024
146.0	2.0	0.0305808734561391
1.0	1.0	0.0305835038622731
146.0	2.0	0.0305873625158995
4.0	0.0	0.0305891885829678
28.0	0.0	0.0306944265672237
70.0	1.0	0.0307028069107334
74.0	2.0	0.030856729147363
64.0	1.0	0.0309509237736345
60.0	1.0	0.0309844560171203
17.0	0.0	0.0312293229154178
125.0	0.0	0.0312773550009814
137.0	0.0	0.0313407782232632
265.0	2.0	0.0313443107934846
142.0	0.0	0.0313482455332389
170.0	0.0	0.0314215816910342
217.0	1.0	0.031431538104335
80.0	0.0	0.0314377445584777
17.0	0.0	0.0316596334461662
97.0	0.0	0.0317461433735254
70.0	0.0	0.0319158806552998
75.0	0.0	0.0319369565127127
59.0	0.0	0.0319820321087372
80.0	1.0	0.0322372467204216
18.0	0.0	0.0322447031609503
244.0	2.0	0.0324584834412998
170.0	0.0	0.0325944167434176
26.0	1.0	0.0332626377264891
80.0	1.0	0.0333062242082972
81.0	1.0	0.0335514389288934
291.0	1.0	0.0344533421494692
17.0	1.0	0.0345212544532938
291.0	1.0	0.0345654604935716
62.0	1.0	0.0353114414993002
121.0	1.0	0.0353143436416051
4.0	0.0	0.0356358727484294
80.0	1.0	0.0360355531779969
17.0	1.0	0.036047400875047
157.0	1.0	0.036075650567371
100.0	2.0	0.03609948726428
70.0	1.0	0.0361244761225535
154.0	1.0	0.0361872471780253
70.0	1.0	0.0362156381731581
257.0	1.0	0.0363566148986073
119.0	1.0	0.0364883525942468
55.0	3.0	0.036511776252176
27.0	3.0	0.0365154283863125
198.0	0.0	0.0365169392394226
295.0	0.0	0.0365274717334057
258.0	3.0	0.0365290043254093
220.0	0.0	0.0365349716517217
200.0	0.0	0.0365442758982125
63.0	1.0	0.0365643082887292
63.0	0.0	0.0365775798833147
170.0	2.0	0.0366231989516809
141.0	1.0	0.0367304912613886
43.0	1.0	0.0369071958585842
142.0	0.0	0.0369120327624257
285.0	1.0	0.0369195109418482
298.0	1.0	0.0369545105606567
100.0	3.0	0.0369891623571665
70.0	2.0	0.0369990970315736
158.0	1.0	0.0370368031426441
245.0	1.0	0.0370419878687843
62.0	2.0	0.0370723897115816
280.0	1.0	0.0370953568527438
34.0	3.0	0.0371728994864643
63.0	1.0	0.0371972144390341
70.0	1.0	0.0372129642674979
154.0	2.0	0.0373201370132904
74.0	2.0	0.0373767994396409
220.0	1.0	0.0374073860630344
66.0	0.0	0.0374138859922417
210.0	0.0	0.0374493964750514
210.0	0.0	0.0374500377724147
150.0	3.0	0.0374774179089919
64.0	2.0	0.0375134827335902
27.0	0.0	0.0375969383463889
57.0	1.0	0.0379358259598086
30.0	1.0	0.0379758363936079
17.0	0.0	0.0380990850512693
52.0	2.0	0.0382968111586436
200.0	0.0	0.0385031458679112
4.0	0.0	0.03857217772476
231.0	0.0	0.0388498160052648
215.0	2.0	0.0388681092842879
80.0	3.0	0.0388975763546575
88.0	2.0	0.0389096414406443
33.0	1.0	0.0389659995224834
43.0	1.0	0.0389857058295952
103.0	3.0	0.0390894764385283
127.0	3.0	0.0391097044790881
127.0	3.0	0.0391136066105019
206.0	0.0	0.0391530953108532
207.0	3.0	0.0391782580802761
70.0	2.0	0.0391990404626245
206.0	2.0	0.0392069316810267
97.0	2.0	0.0394728200895029
209.0	2.0	0.0394869286314947
31.0	1.0	0.0397774254676052
137.0	2.0	0.0398174032930641
7.0	3.0	0.0398596637023583
253.0	0.0	0.0400081186072299
253.0	0.0	0.0400166511229953
253.0	0.0	0.040018911967937
22.0	0.0	0.0400606941215706
71.0	1.0	0.0401990513103324
119.0	0.0	0.0403622234462186
70.0	1.0	0.0403674190418056
267.0	3.0	0.0406892851014818
30.0	0.0	0.0407068175192266
267.0	0.0	0.0407182413078501
267.0	1.0	0.0407209043223246
7.0	3.0	0.0408186315188175
1.0	1.0	0.0409161848041611
174.0	1.0	0.0410411943122097
80.0	0.0	0.0411329215740497
8.0	2.0	0.0412444420985763
225.0	0.0	0.0414594832347587
225.0	0.0	0.0414614614740826
89.0	2.0	0.0414972219541696
80.0	1.0	0.0416029381940862
231.0	2.0	0.0418661201103005
81.0	1.0	0.0419968143390438
101.0	1.0	0.0422762243393827
8.0	0.0	0.0428226857790092
207.0	2.0	0.0428520767632508
262.0	3.0	0.0429728689259275
102.0	1.0	0.0430511506820328
253.0	0.0	0.0432001599286929
102.0	2.0	0.0432737460837654
56.0	1.0	0.0436652961671004
56.0	1.0	0.0436703395904318
55.0	1.0	0.0436781655921529
55.0	3.0	0.0436848285630629
56.0	0.0	0.0436859481160868
253.0	0.0	0.0439272933136097
228.0	0.0	0.0445246346338706
101.0	1.0	0.0451152586359874
297.0	2.0	0.0451764536216681
297.0	2.0	0.0453312671529382
1.0	1.0	0.0453447126586729
174.0	1.0	0.0455705036777752
100.0	3.0	0.0458736525500015
8.0	0.0	0.0459400431312694
81.0	2.0	0.0460172922899252
43.0	2.0	0.0464462332703724
43.0	1.0	0.0474540049031205
70.0	1.0	0.0476778720301328
4.0	2.0	0.0477193607087019
220.0	1.0	0.0483337235827062
57.0	1.0	0.0483491147194244
4.0	3.0	0.0484011685003169
1.0	2.0	0.0484025380506181
87.0	2.0	0.0485041891174185
30.0	2.0	0.0486394267749387
91.0	2.0	0.0487426213031897
30.0	2.0	0.0489688905779526
215.0	2.0	0.0492242682313395
41.0	1.0	0.0492280725377317
292.0	2.0	0.0492705829443031
80.0	2.0	0.0492833980221215
215.0	3.0	0.0493433321519694
102.0	1.0	0.0495512320615812
88.0	1.0	0.0495594384939416
88.0	1.0	0.0495606232636466
128.0	1.0	0.049715349839342
102.0	1.0	0.0498067401483302
64.0	2.0	0.0498609786880364
70.0	1.0	0.0501921598636502
61.0	2.0	0.0506000249866843
185.0	1.0	0.0506934587516775
7.0	0.0	0.0511683557533427
185.0	1.0	0.0512516483244388
1.0	0.0	0.0512667351166458
135.0	1.0	0.0513033542830327
70.0	0.0	0.0515679274884419
33.0	2.0	0.0520087596437265
114.0	1.0	0.0520660524979935
33.0	1.0	0.0520908674451176
121.0	0.0	0.05209446523202
84.0	2.0	0.0520954217433414
84.0	1.0	0.05209597608513
114.0	2.0	0.0520971825937287
121.0	1.0	0.0521303017982347
57.0	0.0	0.0521443125152049
69.0	1.0	0.0521683122538165
145.0	0.0	0.0521725948158695
71.0	0.0	0.0521998010412974
267.0	2.0	0.0522447570734066
18.0	1.0	0.0522648329417108
137.0	2.0	0.0522790719170645
277.0	1.0	0.0523439407757755
207.0	0.0	0.0530988673362491
74.0	3.0	0.0531382908199195
135.0	1.0	0.0531762034504797
4.0	0.0	0.0534257550803632
4.0	0.0	0.0534277007113466
239.0	0.0	0.0541500950174434
43.0	0.0	0.0547968053652285
18.0	0.0	0.0550327375782276
169.0	2.0	0.0557159040506971
203.0	1.0	0.0558012726861388
136.0	0.0	0.0559288039058531
27.0	1.0	0.0563512884348803
50.0	2.0	0.056354538399484
48.0	1.0	0.056641372232011
102.0	1.0	0.0571813446118771
119.0	2.0	0.0573838858841993
43.0	1.0	0.0575092758228872
1.0	1.0	0.0575203083114247
71.0	0.0	0.0575565361777255
268.0	1.0	0.0576780783322338
70.0	0.0	0.0578182072408299
90.0	2.0	0.0578348157555936
1.0	2.0	0.0578944890187174
84.0	1.0	0.0579233691389579
26.0	0.0	0.0579265973646678
70.0	2.0	0.0580787913592506
43.0	0.0	0.0580856065024161
145.0	0.0	0.0581234973940827
295.0	0.0	0.0581462471463083
48.0	0.0	0.0581868988774709
18.0	0.0	0.0585936444474811
70.0	1.0	0.0587851858396063
1.0	0.0	0.0588872825537269
141.0	3.0	0.0590170094017019
154.0	0.0	0.0590842151914823
70.0	1.0	0.0595177539479406
190.0	2.0	0.0596029486722329
1.0	2.0	0.0598085877369031
174.0	1.0	0.0600468677504186
119.0	1.0	0.0603185713129515
7.0	1.0	0.0604423743124015
1.0	2.0	0.0605275146894595
58.0	2.0	0.0605537752730128
1.0	2.0	0.0607207625847379
1.0	2.0	0.0617873053165225
1.0	1.0	0.061810522454962
207.0	3.0	0.0619402166945964
205.0	2.0	0.0620399112609664
205.0	1.0	0.0620468785763877
82.0	2.0	0.0622393221326002
174.0	1.0	0.0624811999330181
187.0	2.0	0.0628844998883817
205.0	2.0	0.062915956067522
185.0	1.0	0.0629753793333685
7.0	2.0	0.0630246831442118
1.0	2.0	0.0633230603292777
85.0	2.0	0.0635384710266525
50.0	1.0	0.0635544599829467
278.0	1.0	0.0635837531421669
